@attribute measureDivergence numeric
@attribute measureBayesScore numeric
@attribute measureBDeuScore numeric
@attribute measureMDLScore numeric
@attribute measureAICScore numeric
@attribute measureEntropyScore numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,4,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,63,2,0,96.923077,3.076923,0,0.957433,0.024698,0.106919,6.879289,25.22257,123.799654,7.08594,116.713714,1.90461,0.109014,1.795596,117.688785,1.810597,6203.233519,0.916667,22,0,0,1,41,0.083333,2,1,0.916667,0.956522,0.934896,0.998984,0.998333,0.969231,0.009231,0.990769,0.030769,0.972851,0.969231,0.969523,0.957583,0.999009,0.997397,0.973505,0.969231,0.003,0,0,0,0,0,22194,137058,17520,100,28.846154,?,0,0,0,0,-5291.712934,-5483.725382,-5529.602978,-5295.53915,-5188.53915,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,4,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,61,4,0,93.846154,6.153846,0,0.914248,0.033385,0.145777,9.298733,34.389311,123.799654,13.434549,110.365105,1.90461,0.206685,1.697925,114.211645,1.757102,6019.95768,1,24,0.04878,2,0.95122,39,0,0,0.923077,1,0.96,0.937043,1,1,0.938462,0.02233,0.97767,0.061538,0.946982,0.938462,0.936053,0.921202,0.996923,0.992083,0.923761,0.938462,0.002,0,0.0156,0,15.6001,0,21932,137058,17520,98.461538,28.076923,?,0,0,0,0,-4526.37584,-4688.864112,-4742.354977,-4534.541298,-4439.541298,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,4,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,61,4,0,93.846154,6.153846,0,0.914078,0.039063,0.155357,10.880298,36.64919,123.799654,33.950688,89.848966,1.90461,0.522318,1.382292,112.264699,1.727149,5917.336532,1,24,0.02439,1,0.97561,40,0,0,0.96,1,0.979592,0.967773,1,1,0.938462,0.022852,0.977148,0.061538,0.944507,0.938462,0.939124,0.920381,0.990295,0.973559,0.932275,0.938462,0.002,0.001,0,0,0,0,22001,137058,17520,96.923077,28.461538,?,0,0,0,0,-4551.220257,-4724.088161,-4781.101424,-4564.537696,-4465.537696,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,586,66,61,5,0,92.424242,7.575758,0,0.894501,0.046328,0.183958,12.904636,43.399698,125.607217,41.94166,83.665557,1.90314,0.63548,1.26766,111.088978,1.683166,5854.905238,0.958333,23,0,0,1,42,0.041667,1,1,0.958333,0.978723,0.967495,0.997024,0.99537,0.924242,0.025619,0.974381,0.075758,0.928598,0.924242,0.925381,0.900401,0.981921,0.960815,0.918461,0.924242,0.003,0,0,0,0,0,22172,136829,17749,95.454545,28.409091,?,0,0,0,0,-5120.710929,-5312.723377,-5361.974525,-5128.001917,-5021.001917,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,586,66,64,2,0,96.969697,3.030303,0,0.957584,0.024186,0.11606,6.73705,27.38091,125.607217,8.630021,116.977197,1.90314,0.130758,1.772382,118.760456,1.799401,6259.227797,1,24,0.047619,2,0.952381,40,0,0,0.923077,1,0.96,0.937614,1,1,0.969697,0.017316,0.982684,0.030303,0.972028,0.969697,0.969221,0.957591,0.998812,0.996324,0.972143,0.969697,0.002,0.001,0,0,0,0,22030,136829,17749,100,28.787879,?,0,0,0,0,-4573.271692,-4742.184301,-4798.43101,-4581.95168,-4482.95168,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,64,1,0,98.461538,1.538462,0,0.978541,0.020612,0.103422,5.741128,24.397529,123.799654,25.181137,98.618517,1.90461,0.387402,1.517208,117.664298,1.81022,6201.942877,1,24,0,0,1,41,0,0,1,1,1,1,1,1,0.984615,0.004615,0.995385,0.015385,0.985577,0.984615,0.984351,0.981481,0.993679,0.986126,0.975269,0.984615,0.002,0.001,0,0,0,0,21932,137058,17520,98.461538,28.076923,?,0,0,0,0,-4496.492766,-4658.981037,-4712.528869,-4504.71519,-4409.71519,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,58,7,0,89.230769,10.769231,0,0.848938,0.063829,0.222283,17.818461,52.570165,122.78741,39.066344,83.721066,1.889037,0.601021,1.288016,104.201102,1.603094,5487.343213,0.958333,23,0.04878,2,0.95122,39,0.041667,1,0.92,0.958333,0.938776,0.902247,0.991362,0.985777,0.892308,0.044866,0.955134,0.107692,0.890462,0.892308,0.891042,0.848545,0.980207,0.94865,0.900464,0.892308,0.003,0,0,0,0,0,21963,137058,17520,92.307692,28.461538,?,0,0,0,0,-4607.410474,-4765.94345,-4818.663976,-4610.850297,-4515.850297,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,57,8,0,87.692308,12.307692,0,0.827872,0.054858,0.214331,15.314116,50.689538,122.78741,42.627101,80.160309,1.889037,0.655802,1.233236,104.981149,1.615095,5528.421351,1,24,0.02439,1,0.97561,40,0,0,0.96,1,0.979592,0.967773,1,1,0.876923,0.039574,0.960426,0.123077,0.874791,0.876923,0.874516,0.836838,0.981428,0.951105,0.850454,0.876923,0.003,0,0,0,0,0,21944,137058,17520,92.307692,26.538462,?,0,0,0,0,-4615.404723,-4777.892994,-4828.642649,-4620.82897,-4525.82897,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,62,3,0,95.384615,4.615385,0,0.935345,0.032286,0.110871,9.01294,26.221187,122.78741,7.929393,114.858017,1.889037,0.121991,1.767046,114.858017,1.767046,6048.547945,1,24,0.02439,1,0.97561,40,0,0,0.96,1,0.979592,0.967773,1,1,0.953846,0.019053,0.980947,0.046154,0.956271,0.953846,0.953797,0.937077,0.999372,0.998291,0.957465,0.953846,0.002,0.001,0,0.0156,0,15.6001,22040,137058,17520,100,30,?,0,0,0,0,-5021.934374,-5190.846982,-5238.438759,-5021.87503,-4922.87503,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,61,4,0,93.846154,6.153846,0,0.913964,0.032688,0.139663,9.13421,33.066812,122.501484,13.272346,109.229138,1.884638,0.20419,1.680448,113.997162,1.753802,6001.701673,0.958333,23,0.02439,1,0.97561,40,0.041667,1,0.958333,0.958333,0.958333,0.933943,0.994919,0.992816,0.938462,0.022852,0.977148,0.061538,0.943891,0.938462,0.93953,0.916423,0.995355,0.987897,0.944444,0.938462,0.002,0.001,0,0,0,0,22241,137058,17520,98.461538,28.461538,?,0,0,0,0,-4984.315238,-5189.047893,-5246.693769,-5003.879891,-4892.879891,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,60,5,0,92.307692,7.692308,0,0.891883,0.052024,0.196151,14.537318,46.44119,122.501484,31.157833,91.343651,1.884638,0.479351,1.405287,107.185446,1.649007,5643.079687,1,24,0,0,1,41,0,0,1,1,1,1,1,1,0.923077,0.027275,0.972725,0.076923,0.935702,0.923077,0.918828,0.902612,0.979681,0.95559,0.909524,0.923077,0.003,0,0,0,0,0,21963,137058,17520,96.923077,30.384615,?,0,0,0,0,-4597.077056,-4755.610032,-4807.503067,-4599.689388,-4504.689388,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,60,5,0,92.307692,7.692308,0,0.893162,0.03833,0.142778,10.659896,33.624475,124.155668,13.832974,110.322694,1.910087,0.212815,1.697272,114.000062,1.753847,6010.708107,0.956522,22,0.02381,1,0.97619,41,0.043478,1,0.956522,0.956522,0.956522,0.932712,0.99793,0.996522,0.923077,0.030365,0.969635,0.076923,0.922418,0.923077,0.922342,0.893235,0.994264,0.985985,0.926796,0.923077,0.003,0,0,0,0,0,21863,137058,17520,98.461538,29.615385,?,0,0,0,0,-4352.021042,-4504.129681,-4557.124304,-4358.060674,-4267.060674,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,5,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,62,3,0,95.384615,4.615385,0,0.936128,0.032108,0.13109,8.929403,30.871778,124.155668,9.523659,114.63201,1.910087,0.146518,1.763569,115.147369,1.771498,6071.200459,0.956522,22,0.02381,1,0.97619,41,0.043478,1,0.956522,0.956522,0.956522,0.932712,0.998965,0.998188,0.953846,0.0152,0.9848,0.046154,0.954457,0.953846,0.953503,0.93761,0.997788,0.99408,0.948562,0.953846,0.002,0,0.0156,0,15.6001,0,22111,137058,17520,100,29.230769,?,0,0,0,0,-5059.961607,-5239.253847,-5289.414175,-5064.100397,-4961.100397,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,586,66,62,4,0,93.939394,6.060606,0,0.916031,0.036618,0.161101,10.199868,38.007214,125.607217,20.796553,104.810664,1.90314,0.315099,1.58804,114.919461,1.741204,6056.789522,1,24,0,0,1,42,0,0,1,1,1,1,1,1,0.939394,0.014761,0.985239,0.060606,0.943124,0.939394,0.938913,0.923656,0.991283,0.980643,0.92335,0.939394,0.003,0,0,0,0,0,21932,136829,17749,96.969697,27.651515,?,0,0,0,0,-4425.609298,-4588.097569,-4643.995795,-4436.263105,-4341.263105,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,586,66,60,6,0,90.909091,9.090909,0,0.873239,0.060171,0.211778,16.760632,49.963004,125.607217,40.724127,84.883091,1.90314,0.617032,1.286107,107.004374,1.621278,5639.627646,0.958333,23,0,0,1,42,0.041667,1,1,0.958333,0.978723,0.967495,1,1,0.909091,0.031744,0.968256,0.090909,0.91342,0.909091,0.90994,0.879939,0.978452,0.955169,0.903014,0.909091,0.003,0,0,0,0,0,21967,136829,17749,92.424242,28.787879,?,0,0,0,0,-4620.333611,-4778.866588,-4831.677763,-4623.945073,-4528.945073,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,59,6,0,90.769231,9.230769,0,0.870389,0.053902,0.190784,15.061892,45.170422,122.501484,40.680288,81.821196,1.884638,0.625851,1.258788,106.291581,1.635255,5596.019661,0.958333,23,0.04878,2,0.95122,39,0.041667,1,0.92,0.958333,0.938776,0.902247,0.994919,0.992312,0.907692,0.033714,0.966286,0.092308,0.908923,0.907692,0.907955,0.875826,0.986453,0.963726,0.892223,0.907692,0.002,0,0,0,0,0,21932,137058,17520,96.923077,29.615385,?,0,0,0,0,-4538.879525,-4701.367796,-4754.041332,-4546.227653,-4451.227653,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,61,4,0,93.846154,6.153846,0,0.913391,0.042767,0.151402,11.950402,35.846185,122.501484,19.099824,103.40166,1.884638,0.293843,1.590795,111.232042,1.711262,5856.12413,0.958333,23,0.02439,1,0.97561,40,0.041667,1,0.958333,0.958333,0.958333,0.933943,0.998476,0.996597,0.938462,0.024591,0.975409,0.061538,0.939231,0.938462,0.938067,0.916257,0.985451,0.973057,0.930609,0.938462,0.002,0.001,0,0,0,0,21936,137058,17520,98.461538,29.230769,?,0,0,0,0,-4595.197757,-4757.686028,-4810.682913,-4602.869234,-4507.869234,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,61,4,0,93.846154,6.153846,0,0.913736,0.032588,0.154575,9.097227,36.557112,122.78741,16.453246,106.334164,1.889037,0.253127,1.63591,113.556444,1.747022,5980.005701,1,24,0.02439,1,0.97561,40,0,0,0.96,1,0.979592,0.967773,1,1,0.938462,0.024945,0.975055,0.061538,0.938172,0.938462,0.937959,0.915,0.992999,0.979458,0.942219,0.938462,0.002,0.001,0,0,0,0,22251,137058,17520,98.461538,28.076923,?,0,0,0,0,-4888.385748,-5090.777829,-5150.069182,-4907.255304,-4796.255304,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,63,2,0,96.923077,3.076923,0,0.956868,0.030727,0.119688,8.577635,28.306262,122.78741,16.23211,106.5553,1.889037,0.249725,1.639312,115.266287,1.773327,6070.047878,1,24,0.02439,1,0.97561,40,0,0,0.96,1,0.979592,0.967773,1,1,0.969231,0.014029,0.985971,0.030769,0.969846,0.969231,0.969168,0.957072,0.992986,0.971135,0.97213,0.969231,0.002,0.001,0,0,0,0,22001,137058,17520,98.461538,30.384615,?,0,0,0,0,-4702.356119,-4877.564598,-4926.74513,-4710.181402,-4611.181402,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,60,5,0,92.307692,7.692308,0,0.89145,0.048192,0.166597,13.453288,39.40032,122.78741,30.933676,91.853734,1.889037,0.475903,1.413134,108.666731,1.671796,5722.508076,1,24,0.02439,1,0.97561,40,0,0,0.96,1,0.979592,0.967773,1,1,0.923077,0.029968,0.970032,0.076923,0.926407,0.923077,0.921835,0.898812,0.993331,0.981499,0.901464,0.923077,0.003,0,0.0156,0,15.6001,0,22172,137058,17520,98.461538,30.384615,?,0,0,0,0,-5063.134203,-5255.146651,-5305.116367,-5071.052539,-4964.052539,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,63,2,0,96.923077,3.076923,0,0.957237,0.024993,0.121021,6.961336,28.549266,123.799654,8.880169,114.919485,1.90461,0.136618,1.767992,116.70689,1.795491,6151.479053,1,24,0,0,1,41,0,0,1,1,1,1,1,1,0.969231,0.008051,0.991949,0.030769,0.97175,0.969231,0.968792,0.961563,0.998807,0.995455,0.96068,0.969231,0.003,0,0,0,0,0,22101,137058,17520,100,28.076923,?,0,0,0,0,-4737.616701,-4916.908942,-4974.809639,-4749.49586,-4646.49586,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,60,5,0,92.307692,7.692308,0,0.892455,0.040038,0.163782,11.134926,38.570846,124.155668,22.444648,101.71102,1.910087,0.345302,1.564785,112.508735,1.730904,5932.077208,1,23,0.02381,1,0.97619,41,0,0,0.958333,1,0.978723,0.967221,1,1,0.923077,0.033843,0.966157,0.076923,0.93442,0.923077,0.918479,0.898841,0.986716,0.972686,0.920871,0.923077,0.002,0.001,0,0,0,0,22249,137058,17520,96.923077,28.846154,?,0,0,0,0,-5188.028414,-5390.420494,-5442.45585,-5199.641972,-5088.641972,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,6,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,61,4,0,93.846154,6.153846,0,0.914642,0.035088,0.155049,9.75818,36.514142,124.155668,15.430041,108.725627,1.910087,0.237385,1.672702,114.37165,1.759564,6030.300268,0.913043,21,0.047619,2,0.952381,40,0.086957,2,0.913043,0.913043,0.913043,0.865424,0.991718,0.986637,0.938462,0.026081,0.973919,0.061538,0.938462,0.938462,0.938462,0.912381,0.992454,0.978416,0.944928,0.938462,0.003,0,0,0,0,0,22040,137058,17520,96.923077,28.076923,?,0,0,0,0,-4913.629908,-5082.542517,-5132.579444,-4916.015715,-4817.015715,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,7,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,586,66,63,3,0,95.454545,4.545455,0,0.936802,0.034318,0.133455,9.580548,31.563816,124.594974,9.916956,114.678017,1.887803,0.150257,1.737546,115.351857,1.747755,6074.067555,0.916667,22,0,0,1,42,0.083333,2,1,0.916667,0.956522,0.935414,1,1,0.954545,0.014545,0.985455,0.045455,0.961722,0.954545,0.95563,0.939164,0.999072,0.997559,0.960945,0.954545,0.003,0,0.0156,0,15.6001,0,22109,136829,17749,100,28.787879,?,0,0,0,0,-5033.028734,-5212.320975,-5262.475017,-5037.249048,-4934.249048,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,7,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,586,66,62,4,0,93.939394,6.060606,0,0.915816,0.034108,0.143822,9.500939,33.930615,125.607217,17.576438,108.030779,1.90314,0.26631,1.63683,116.271828,1.761694,6128.065517,1,24,0.02381,1,0.97619,41,0,0,0.96,1,0.979592,0.968061,1,1,0.939394,0.019661,0.980339,0.060606,0.941684,0.939394,0.939152,0.920061,0.996384,0.989365,0.93297,0.939394,0.002,0,0,0,0,0,22125,136829,17749,98.484848,28.787879,?,0,0,0,0,-5112.073204,-5291.365444,-5340.956837,-5115.730868,-5012.730868,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,7,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,61,4,0,93.846154,6.153846,0,0.914078,0.03917,0.162979,10.909994,38.447274,123.799654,39.262665,84.536988,1.90461,0.604041,1.300569,111.509779,1.715535,5877.545593,1,24,0,0,1,41,0,0,1,1,1,1,1,1,0.938462,0.021015,0.978985,0.061538,0.940081,0.938462,0.938572,0.919852,0.986742,0.968948,0.92973,0.938462,0.002,0,0,0,0,0,22241,137058,17520,96.923077,28.846154,?,0,0,0,0,-5190.77187,-5395.504526,-5447.409392,-5204.595515,-5093.595515,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,7,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,61,4,0,93.846154,6.153846,0,0.91385,0.041596,0.171106,11.585736,40.364359,123.799654,24.316548,99.483106,1.90461,0.374101,1.530509,111.93305,1.722047,5899.85571,1,24,0.04878,2,0.95122,39,0,0,0.923077,1,0.96,0.937043,0.997967,0.996795,0.938462,0.028519,0.971481,0.061538,0.938462,0.938462,0.936879,0.914305,0.98615,0.967855,0.940397,0.938462,0.002,0,0,0,0,0,22032,137058,17520,96.923077,28.461538,?,0,0,0,0,-4616.222781,-4785.135389,-4841.610334,-4625.046606,-4526.046606,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,7,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,61,4,0,93.846154,6.153846,0,0.914586,0.041321,0.156136,11.50913,36.832987,123.799654,28.47975,95.319904,1.90461,0.43815,1.46646,111.786597,1.719794,5892.13635,0.958333,23,0,0,1,41,0.041667,1,1,0.958333,0.978723,0.967221,0.997967,0.996795,0.938462,0.018462,0.981538,0.061538,0.951417,0.938462,0.9405,0.923632,0.994264,0.982591,0.933897,0.938462,0.002,0,0.0156,0,15.6001,0,22034,137058,17520,98.461538,30.384615,?,0,0,0,0,-4890.930707,-5059.843316,-5109.743639,-4893.179911,-4794.179911,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,7,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,62,3,0,95.384615,4.615385,0,0.935834,0.035568,0.158438,9.906889,37.375912,123.799654,20.793507,103.006147,1.90461,0.3199,1.58471,113.988415,1.753668,6008.191517,0.958333,23,0,0,1,41,0.041667,1,1,0.958333,0.978723,0.967221,0.997967,0.996795,0.953846,0.016399,0.983601,0.046154,0.955824,0.953846,0.953696,0.937516,0.992421,0.979218,0.955661,0.953846,0.002,0.001,0,0,0,0,22032,137058,17520,96.923077,28.076923,?,0,0,0,0,-4658.634333,-4827.546941,-4882.478695,-4665.914966,-4566.914966,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,7,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20161104.1051,587,65,59,6,0,90.769231,9.230769,0,0.870259,0.050935,0.17927,14.232826,42.444397,122.501484,20.038224,102.463261,1.884638,0.30828,1.576358,108.005855,1.661629,5686.272461,0.958333,23,0.02439,1,0.97561,40,0.041667,1,0.958333,0.958333,0.958333,0.933943,0.997967,0.996795,0.907692,0.032802,0.967198,0.092308,0.905889,0.907692,0.905165,0.87575,0.992469,0.97893,0.887798,0.907692,0.002,0,0,0,0,0,22038,137058,17520,98.461538,30.384615,?,0,0,0,0,-4689.710679,-4858.623287,-4911.470943,-4694.907214,-4595.907214,?,?,?,?
