@relation learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1

@attribute NoRows numeric
@attribute NoColumn numeric
@attribute TotalCellNo numeric
@attribute CellEmpty numeric
@attribute CellNumeric numeric
@attribute CellSemiNumeric numeric
@attribute CellText numeric
@attribute ContainsAdverse numeric
@attribute containsAge numeric
@attribute containsBaseline numeric
@attribute containsCharacteristicCap numeric
@attribute containsDemographic numeric
@attribute ContainsExclusion numeric
@attribute ContainsInclusion numeric
@attribute containsN numeric
@attribute containsPatientsCap numeric
@attribute containsPatientsCell numeric
@attribute ContainsSideEffect numeric
@attribute ContainsSignOrSymptomAnnotation numeric
@attribute containsEglibility numeric
@attribute containsToxicity numeric
@attribute containsInclusionExclusionCell numeric
@attribute containsHaematologic numeric
@attribute containsTrialCap numeric
@attribute clas {AdverseEvent,InclusionExclusion,Other,BaselineCharacteristic}

@data
19,5,95,12.631579,13.684211,41.052632,32.631579,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
10,7,70,2.857143,0,65.714286,31.428571,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
4,3,12,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
9,6,54,12.962963,11.111111,37.037037,38.888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
8,5,40,17.5,0,50,32.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Other
30,7,210,0,50.47619,0,49.52381,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
18,6,108,5.555556,63.888889,5.555556,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AdverseEvent
32,4,128,10.15625,20.3125,42.1875,27.34375,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Other
20,2,40,12.5,35,0,52.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
13,3,39,0,0,61.538462,38.461538,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,AdverseEvent
39,2,78,34.615385,0,41.025641,24.358974,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
31,4,124,40.322581,5.645161,34.677419,19.354839,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
18,7,126,11.111111,44.444444,22.222222,22.222222,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,AdverseEvent
18,5,90,30,3.333333,44.444444,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
15,2,30,0,0,0,100,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,InclusionExclusion
26,28,728,5.631868,81.593407,1.785714,10.989011,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
7,6,42,2.380952,0,69.047619,28.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
24,1,24,8.333333,0,0,91.666667,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,InclusionExclusion
4,4,16,0,25,31.25,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
29,4,116,38.793103,8.62069,29.310345,23.275862,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
20,17,340,49.705882,31.176471,4.705882,14.411765,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
6,9,54,0,9.259259,0,90.740741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
58,4,232,56.465517,0.431034,22.413793,20.689655,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,BaselineCharacteristic
21,8,168,2.380952,75,3.571429,19.047619,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
44,17,748,34.224599,32.085561,8.55615,25.13369,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
28,6,168,42.261905,0,38.095238,19.642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
24,6,144,6.944444,38.888889,0,54.166667,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,AdverseEvent
10,1,10,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,InclusionExclusion
26,7,182,51.098901,26.373626,1.648352,20.879121,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Other
37,3,111,16.216216,37.837838,8.108108,37.837838,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
12,5,60,1.666667,23.333333,0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,AdverseEvent
3,5,15,6.666667,0,46.666667,46.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
16,1,16,81.25,0,0,18.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
32,2,64,7.8125,12.5,20.3125,59.375,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
12,2,24,0,0,0,100,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,InclusionExclusion
17,4,68,22.058824,16.176471,32.352941,29.411765,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
9,3,27,7.407407,51.851852,0,40.740741,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AdverseEvent
6,8,48,31.25,0,29.166667,39.583333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
9,5,45,0,71.111111,0,28.888889,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
16,5,80,23.75,5,45,26.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
5,4,20,0,20,40,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Other
4,7,28,10.714286,21.428571,25,42.857143,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
26,5,130,16.153846,3.076923,55.384615,25.384615,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
3,9,27,0,3.703704,29.62963,66.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
5,2,10,0,0,0,100,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
7,5,35,34.285714,5.714286,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
12,6,72,1.388889,20.833333,18.055556,59.722222,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AdverseEvent
17,6,102,0.980392,3.921569,68.627451,26.470588,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,AdverseEvent
12,2,24,8.333333,41.666667,0,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
30,3,90,1.111111,0,62.222222,36.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
15,7,105,12.380952,41.904762,0,45.714286,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,AdverseEvent
27,2,54,37.037037,0,27.777778,35.185185,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,BaselineCharacteristic
35,2,70,15.714286,4.285714,34.285714,45.714286,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
6,6,36,8.333333,27.777778,0,63.888889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
15,4,60,6.666667,30,35,28.333333,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
12,5,60,0,21.666667,45,33.333333,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,BaselineCharacteristic
6,6,36,2.777778,33.333333,22.222222,41.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
43,2,86,17.44186,31.395349,1.162791,50,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
6,6,36,5.555556,55.555556,0,38.888889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
5,2,9,44.444444,33.333333,0,22.222222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,InclusionExclusion
45,5,225,32.888889,0,48,19.111111,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,AdverseEvent
13,4,52,3.846154,46.153846,21.153846,28.846154,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,AdverseEvent
17,5,85,8.235294,0,65.882353,25.882353,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
8,2,16,0,43.75,0,56.25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AdverseEvent
13,9,117,0,20.512821,61.538462,17.948718,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,AdverseEvent
8,1,8,0,0,0,100,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,InclusionExclusion
11,4,44,0,68.181818,0,31.818182,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
42,7,294,48.29932,19.387755,19.047619,13.265306,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,AdverseEvent
22,13,286,64.685315,23.426573,0,11.888112,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,AdverseEvent
13,7,91,8.791209,43.956044,14.285714,32.967033,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other
10,2,20,5,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,InclusionExclusion
7,10,70,1.428571,0,90,8.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
18,2,36,22.222222,0,25,52.777778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
12,6,72,18.055556,0,45.833333,36.111111,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Other
4,8,32,18.75,46.875,0,34.375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Other
27,5,135,29.62963,0,45.925926,24.444444,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
48,4,192,16.666667,0,48.958333,34.375,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
13,3,39,2.564103,46.153846,15.384615,35.897436,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
7,15,105,1.904762,79.047619,0,19.047619,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
15,5,75,33.333333,22.666667,6.666667,37.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
21,1,21,9.52381,0,0,90.47619,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,InclusionExclusion
18,4,72,0,4.166667,50,45.833333,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
15,5,75,42.666667,36,0,21.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
17,3,51,7.843137,0,27.45098,64.705882,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AdverseEvent
10,2,20,0,0,45,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
4,4,16,18.75,6.25,50,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AdverseEvent
20,2,40,35,2.5,27.5,35,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
42,10,420,47.857143,0,18.809524,33.333333,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,AdverseEvent
36,13,468,47.435897,0,43.589744,8.974359,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
19,2,38,0,0,34.210526,65.789474,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
32,2,64,18.75,28.125,3.125,50,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
6,2,12,0,0,25,75,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Other
6,6,36,2.777778,33.333333,33.333333,30.555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdverseEvent
13,4,52,42.307692,11.538462,11.538462,34.615385,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Other
9,5,45,0,17.777778,20,62.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
14,1,14,14.285714,0,0,85.714286,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,InclusionExclusion
21,20,420,26.666667,51.428571,4.285714,17.619048,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
13,2,26,3.846154,0,42.307692,53.846154,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,AdverseEvent
14,2,27,44.444444,22.222222,0,33.333333,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
9,5,45,2.222222,48.888889,20,28.888889,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
10,3,30,0,0,53.333333,46.666667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
15,2,30,13.333333,0,0,86.666667,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,InclusionExclusion
8,4,32,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
12,5,60,26.666667,28.333333,3.333333,41.666667,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
17,9,153,22.222222,57.51634,0,20.261438,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
18,2,36,0,0,0,100,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,InclusionExclusion
68,4,272,34.926471,0.735294,43.382353,20.955882,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
25,4,100,26,2,61,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdverseEvent
15,5,75,37.333333,5.333333,17.333333,40,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
18,5,90,44.444444,20,10,25.555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdverseEvent
13,1,13,0,0,0,100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,InclusionExclusion
6,4,24,0,62.5,0,37.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
13,5,65,10.769231,0,55.384615,33.846154,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
41,4,164,9.756098,54.878049,9.146341,26.219512,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
13,5,65,15.384615,10.769231,32.307692,41.538462,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
12,1,12,16.666667,0,0,83.333333,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,InclusionExclusion
16,4,64,0,23.4375,46.875,29.6875,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
17,3,51,0,9.803922,52.941176,37.254902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
18,5,90,18.888889,14.444444,43.333333,23.333333,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,BaselineCharacteristic
14,5,70,2.857143,25.714286,42.857143,28.571429,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
17,4,68,48.529412,8.823529,11.764706,30.882353,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other
24,5,120,29.166667,2.5,46.666667,21.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
7,3,21,0,4.761905,52.380952,42.857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
21,2,42,45.238095,0,0,54.761905,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,InclusionExclusion
16,7,112,25,0,30.357143,44.642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
21,5,105,29.52381,2.857143,45.714286,21.904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
16,2,32,9.375,34.375,6.25,50,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
3,5,15,6.666667,0,46.666667,46.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
42,2,84,0,33.333333,9.52381,57.142857,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
12,4,48,2.083333,16.666667,25,56.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
28,3,84,30.952381,0,38.095238,30.952381,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
19,2,38,5.263158,0,34.210526,60.526316,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
31,3,93,7.526882,55.913978,9.677419,26.88172,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
7,3,21,0,0,47.619048,52.380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
11,3,33,0,0,60.606061,39.393939,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,BaselineCharacteristic
31,6,186,12.365591,11.290323,34.408602,41.935484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Other
13,9,117,0,81.196581,0,18.803419,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
5,10,50,2,54,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
7,16,112,1.785714,79.464286,0,18.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
19,4,76,0,0,71.052632,28.947368,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
11,1,11,18.181818,0,0,81.818182,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,InclusionExclusion
5,4,20,0,20,40,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Other
9,4,36,11.111111,5.555556,41.666667,41.666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
6,2,12,0,0,41.666667,58.333333,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
16,5,80,12.5,12.5,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
13,11,143,9.090909,0,55.944056,34.965035,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,Other
23,4,92,11.956522,6.521739,36.956522,44.565217,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
11,5,55,32.727273,23.636364,14.545455,29.090909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other
15,2,30,33.333333,0,0,66.666667,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
45,3,135,25.185185,1.481481,34.814815,38.518519,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,BaselineCharacteristic
10,4,40,12.5,5,22.5,60,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
15,8,120,21.666667,19.166667,39.166667,20,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,BaselineCharacteristic
28,5,140,40.714286,30,10,19.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
28,5,140,0,19.285714,57.857143,22.857143,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,AdverseEvent
39,2,78,21.794872,3.846154,29.487179,44.871795,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,BaselineCharacteristic
12,6,72,11.111111,41.666667,6.944444,40.277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
9,12,108,0,51.851852,14.814815,33.333333,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
16,4,64,0,21.875,48.4375,29.6875,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
16,3,48,10.416667,4.166667,47.916667,37.5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,AdverseEvent
25,4,100,26,33,2,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,AdverseEvent
17,2,34,11.764706,0,41.176471,47.058824,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
21,6,126,4.761905,64.285714,7.142857,23.809524,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AdverseEvent
19,6,114,21.052632,0,43.859649,35.087719,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
25,2,50,10,0,42,48,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
14,3,42,30.952381,35.714286,0,33.333333,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
9,5,45,2.222222,62.222222,0,35.555556,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
9,2,18,5.555556,0,33.333333,61.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
20,5,100,8,0,64,28,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
7,6,42,40.47619,9.52381,21.428571,28.571429,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
30,10,300,61.333333,20.333333,0,18.333333,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
39,1,39,0,0,0,100,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,InclusionExclusion
11,8,88,7.954545,0,68.181818,23.863636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
14,4,56,10.714286,0,19.642857,69.642857,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,AdverseEvent
29,5,145,11.724138,6.896552,51.034483,30.344828,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
18,2,36,36.111111,0,0,63.888889,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,InclusionExclusion
4,3,12,0,0,75,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
13,2,26,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
26,3,78,15.384615,41.025641,6.410256,37.179487,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
15,4,60,0,20,45,35,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
29,2,58,10.344828,1.724138,48.275862,39.655172,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
14,3,42,2.380952,19.047619,38.095238,40.47619,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
8,5,40,0,0,10,90,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
13,3,39,7.692308,0,56.410256,35.897436,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,Other
13,4,52,0,26.923077,25,48.076923,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
15,13,195,8.717949,45.641026,32.307692,13.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Other
19,4,76,17.105263,15.789474,34.210526,32.894737,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
6,4,24,4.166667,8.333333,54.166667,33.333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Other
9,6,54,0,29.62963,14.814815,55.555556,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
23,11,253,4.347826,57.70751,14.624506,23.320158,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,AdverseEvent
12,3,36,0,30.555556,30.555556,38.888889,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Other
28,5,140,59.285714,3.571429,15,22.142857,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
6,7,42,0,0,50,50,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,BaselineCharacteristic
10,2,20,5,0,25,70,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
19,2,38,5.263158,0,0,94.736842,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
3,6,18,5.555556,0,55.555556,38.888889,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,AdverseEvent
17,13,221,0.904977,76.470588,0,22.624434,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,AdverseEvent
21,3,63,12.698413,9.52381,38.095238,39.68254,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
17,4,68,30.882353,36.764706,7.352941,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other
19,9,171,5.847953,0,43.274854,50.877193,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AdverseEvent
13,2,26,0,0,46.153846,53.846154,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,BaselineCharacteristic
13,3,39,5.128205,0,46.153846,48.717949,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,AdverseEvent
33,7,231,21.645022,20.34632,7.359307,50.649351,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
11,5,55,10.909091,0,52.727273,36.363636,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
3,8,24,4.166667,8.333333,33.333333,54.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
21,6,126,38.095238,24.603175,13.492063,23.809524,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
10,5,50,2,8,34,56,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Other
12,2,24,50,0,0,50,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,InclusionExclusion
13,2,26,19.230769,0,0,80.769231,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,InclusionExclusion
4,2,8,0,12.5,12.5,75,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,BaselineCharacteristic
7,8,56,25,48.214286,0,26.785714,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Other
10,2,20,0,5,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Other
7,5,35,5.714286,0,42.857143,51.428571,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
18,12,216,11.111111,52.777778,0,36.111111,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,Other
14,5,70,1.428571,0,74.285714,24.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
