Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureExtraArcs,measureMissingArcs,measureReversedArcs,measureDivergence,measureBayesScore,measureBDeuScore,measureMDLScore,measureAICScore,measureEntropyScore,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,586.0,66.0,61.0,5.0,0.0,92.42424242424242,7.575757575757576,0.0,0.8944,0.04420158265132946,0.19356360826980884,12.339747130105527,45.780137142487305,124.59497359160602,48.308219202431104,76.28675438917492,1.8878026301758488,0.7319427151883501,1.1558599149874986,110.74788911742674,1.6779983199610111,5831.6370008446165,1.0,24.0,0.047619047619047616,2.0,0.9523809523809523,40.0,0.0,0.0,0.9230769230769231,1.0,0.9600000000000001,0.9376144618769908,0.9791666666666666,0.9278072981491595,0.9242424242424242,0.022708929488590504,0.9772910705114094,0.07575757575757576,0.9402097902097902,0.9242424242424242,0.921844589687727,0.9069339139571092,0.9757575757575758,0.9516480625192032,0.8995860566448802,0.9242424242424242,0.012,0.007,0.015600099999999999,0.015600099999999999,15.6001,15.6001,9903.0,136829.0,17749.0,93.93939393939394,27.272727272727273,?,?,?,?,?,?,?,?,?,?,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,586.0,66.0,63.0,3.0,0.0,95.45454545454545,4.545454545454546,0.0,0.936599423631124,0.028122041663145046,0.13329466525212014,7.850824836813051,31.52580234554244,124.59497359160602,13.405604428104867,111.18936916350115,1.8878026301758488,0.2031152186076495,1.6846874115681993,116.55805876423196,1.766031193397454,6137.582338164478,0.9583333333333334,23.0,0.023809523809523808,1.0,0.9761904761904762,41.0,0.041666666666666664,1.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9345238095238095,0.998015873015873,0.9965972222222221,0.9545454545454546,0.015304130897351236,0.9846958691026487,0.045454545454545456,0.955429292929293,0.9545454545454546,0.954317367220593,0.9380331125215525,0.9959451659451659,0.9911868686868686,0.9487231182795699,0.9545454545454546,0.009,0.005,0.0,0.015600099999999999,0.0,15.6001,9903.0,136829.0,17749.0,98.48484848484848,27.651515151515152,?,?,?,?,?,?,?,?,?,?,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,587.0,65.0,62.0,3.0,0.0,95.38461538461539,4.615384615384615,0.0,0.9352374626369977,0.022696443541657826,0.12911062607408644,6.335904938978163,30.534763524951675,122.78741006241556,30.729491697776346,92.05791836463922,1.8890370778833163,0.4727614107350207,1.4162756671482957,115.51943647657102,1.777222099639554,6083.378998177355,1.0,24.0,0.0,0.0,1.0,41.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9538461538461539,0.015939076121446943,0.984060923878553,0.046153846153846156,0.9556561085972851,0.9538461538461539,0.9539537385691231,0.940083362705492,0.9975723050662785,0.9912264824958323,0.9441530691530691,0.9538461538461539,0.008,0.003,0.015600099999999999,0.0,15.6001,0.0,9903.0,137058.0,17520.0,96.92307692307692,26.923076923076923,?,?,?,?,?,?,?,?,?,?,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,587.0,65.0,62.0,3.0,0.0,95.38461538461539,4.615384615384615,0.0,0.9357072205736894,0.03371214371966239,0.160852317224516,9.389878197439314,37.9455500808467,123.79965374745811,43.012180496079374,80.78747325137874,1.9046100576532017,0.6617258537858365,1.2428842038673653,113.17655056123552,1.7411777009420848,5965.399111083004,1.0,24.0,0.0,0.0,1.0,41.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9538461538461539,0.012666609239957502,0.9873333907600423,0.046153846153846156,0.9535569693464431,0.9538461538461539,0.9532582980858844,0.9416678375831856,0.9911676572773997,0.973001508626062,0.9361311742777261,0.9538461538461539,0.004,0.005,0.0,0.015600099999999999,0.0,15.6001,9903.0,137058.0,17520.0,95.38461538461539,26.923076923076923,?,?,?,?,?,?,?,?,?,?,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,587.0,65.0,62.0,3.0,0.0,95.38461538461539,4.615384615384615,0.0,0.935579781962339,0.034120877383914075,0.1610134878091772,9.503723206953731,37.98357071118231,123.79965374745811,37.57913327942331,86.2205204680348,1.9046100576532017,0.5781405119911278,1.3264695456620739,113.90479270342425,1.752381426206527,6003.783873704969,1.0,24.0,0.0,0.0,1.0,41.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9538461538461539,0.0176759410801964,0.9823240589198037,0.046153846153846156,0.9604395604395605,0.9538461538461539,0.9530571992110454,0.9408508579970679,0.9750310965630113,0.9549848067000961,0.9529914529914529,0.9538461538461539,0.004,0.003,0.0,0.015600099999999999,0.0,15.6001,9903.0,137058.0,17520.0,95.38461538461539,27.692307692307693,?,?,?,?,?,?,?,?,?,?,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,587.0,65.0,61.0,4.0,0.0,93.84615384615384,6.153846153846154,0.0,0.9139072847682119,0.03939128288589719,0.16699038966979823,10.971694693023055,39.39354000969071,123.79965374745811,518.3729837016509,-394.5733299541928,1.9046100576532017,7.974968980025399,-6.070358922372197,111.2293601113609,1.7112209247901677,5862.765057286618,1.0,24.0,0.024390243902439025,1.0,0.975609756097561,40.0,0.0,0.0,0.96,1.0,0.9795918367346939,0.9677734062546142,0.9979674796747967,0.9965972222222221,0.9384615384615385,0.024128378108658338,0.9758716218913416,0.06153846153846154,0.939076923076923,0.9384615384615385,0.9381057038199895,0.9178785534866971,0.9807526176424655,0.9722514173279215,0.9310090702947846,0.9384615384615385,0.003,0.004,0.0,0.0,0.0,0.0,9903.0,137058.0,17520.0,96.92307692307692,28.076923076923077,?,?,?,?,?,?,?,?,?,?,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,587.0,65.0,63.0,2.0,0.0,96.92307692307692,3.076923076923077,0.0,0.9571522742254448,0.02205238655435657,0.11515830274627066,6.132935853801544,27.11990381381413,124.15566840812815,10.031794538404718,114.12387386972344,1.9100872062788947,0.1543353005908418,1.7557519056880528,117.94914188221709,1.8146021828033398,6218.925266436783,1.0,23.0,0.023809523809523808,1.0,0.9761904761904762,41.0,0.0,0.0,0.9583333333333334,1.0,0.9787234042553191,0.9672206950928381,1.0,1.0,0.9692307692307692,0.014779423475075647,0.9852205765249242,0.03076923076923077,0.9706410256410257,0.9692307692307692,0.9684927729117582,0.9577792407985116,0.997819397993311,0.9943589743589745,0.9704134517964305,0.9692307692307692,0.004,0.003,0.0,0.0,0.0,0.0,9903.0,137058.0,17520.0,98.46153846153847,28.076923076923077,?,?,?,?,?,?,?,?,?,?,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,587.0,65.0,60.0,5.0,0.0,92.3076923076923,7.6923076923076925,0.0,0.8928806855636124,0.03809729519739044,0.179825371480637,10.59514656488636,42.349067861684894,124.15566840812815,69.91272115008839,54.24294725803976,1.9100872062788947,1.0755803253859753,0.8345068808929195,112.87182166907868,1.736489564139672,5951.221114838906,0.9565217391304348,22.0,0.023809523809523808,1.0,0.9761904761904762,41.0,0.043478260869565216,1.0,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.932712215320911,0.9979296066252588,0.9965217391304347,0.9230769230769231,0.03210383819079471,0.9678961618092052,0.07692307692307693,0.9255244755244755,0.9230769230769231,0.9204919741505108,0.8945145262936006,0.963789138397834,0.9495660061141058,0.9245414555594831,0.9230769230769231,0.003,0.003,0.015600099999999999,0.0,15.6001,0.0,9903.0,137058.0,17520.0,95.38461538461539,26.923076923076923,?,?,?,?,?,?,?,?,?,?,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,587.0,65.0,62.0,3.0,0.0,95.38461538461539,4.615384615384615,0.0,0.9350433044636908,0.028756390993609264,0.1499004596302446,8.035473795377339,35.49074000234801,122.50148410029648,41.73067998956822,80.77080411072825,1.884638216927638,0.6420104613779727,1.2426277555496654,112.47593590955671,1.7303990139931802,5921.612435097111,1.0,24.0,0.0,0.0,1.0,41.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9538461538461539,0.013846153846153845,0.986153846153846,0.046153846153846156,0.9615384615384616,0.9538461538461539,0.9531720531720531,0.9444308995952474,0.9970079575596816,0.9883313996209924,0.9288493038493038,0.9538461538461539,0.002,0.002,0.0,0.0,0.0,0.0,9903.0,137058.0,17520.0,95.38461538461539,26.53846153846154,?,?,?,?,?,?,?,?,?,?,?,?,?,?
learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1,1,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01611041048E7,587.0,65.0,59.0,6.0,0.0,90.76923076923077,9.23076923076923,0.0,0.8713295941933353,0.04975975062214452,0.19765407895260773,13.904497691577971,46.79698477118753,122.50148410029648,29.631931541593445,92.86955255870303,1.884638216927638,0.4558758698706684,1.4287623470569697,107.81215622061363,1.6586485572402097,5676.074617809634,0.9166666666666666,22.0,0.024390243902439025,1.0,0.975609756097561,40.0,0.08333333333333333,2.0,0.9565217391304348,0.9166666666666666,0.9361702127659574,0.900551188007966,0.9949186991869918,0.9918226650563606,0.9076923076923077,0.031063061339874153,0.9689369386601258,0.09230769230769231,0.9089464882943145,0.9076923076923077,0.9077141298417893,0.8737137325402776,0.9871673056529895,0.9660785424881689,0.9042179917879806,0.9076923076923077,0.002,0.002,0.0,0.015600099999999999,0.0,15.6001,9903.0,137058.0,17520.0,95.38461538461539,28.46153846153846,?,?,?,?,?,?,?,?,?,?,?,?,?,?
